LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M
40.99041,35.75761,2013,12,20,    3.45,   -7.62,   -3.43
40.99041,35.75761,2013,12,21,    4.80,   -7.49,   -2.70
40.99041,35.75761,2013,12,22,    3.88,   -8.20,   -2.91
40.99041,35.75761,2013,12,23,    4.93,   -7.19,   -2.64
40.99041,35.75761,2013,12,24,    7.01,   -5.95,   -0.85
40.99041,35.75761,2013,12,25,    6.84,   -3.42,    0.55
40.99041,35.75761,2013,12,26,    6.98,   -1.40,    1.42
40.99041,35.75761,2013,12,27,    8.90,   -3.14,    1.47
40.99041,35.75761,2013,12,28,    8.73,   -1.14,    2.36
40.99041,35.75761,2013,12,29,    9.35,    0.27,    3.59
40.99041,35.75761,2013,12,30,    9.29,    1.78,    3.94
40.99041,35.75761,2013,12,31,    7.36,   -0.20,    1.80
40.99041,35.75761,2014,01,01,    6.96,   -2.61,    1.03
40.99041,35.75761,2014,01,02,    7.11,   -3.18,    0.18
40.99041,35.75761,2014,01,03,    8.12,   -2.01,    1.51
40.99041,35.75761,2014,01,04,    8.62,   -0.29,    3.02
40.99041,35.75761,2014,01,05,    9.09,   -1.31,    2.96
40.99041,35.75761,2014,01,06,    9.51,   -1.87,    1.79
40.99041,35.75761,2014,01,07,    8.79,   -2.32,    1.60
40.99041,35.75761,2014,01,08,    8.50,   -1.10,    2.20
40.99041,35.75761,2014,01,09,    9.40,   -2.53,    2.02
40.99041,35.75761,2014,01,10,    8.79,   -2.52,    1.06
40.99041,35.75761,2014,01,11,    7.42,   -2.56,    1.10
40.99041,35.75761,2014,01,12,    8.05,   -2.86,    1.10
40.99041,35.75761,2014,01,13,    7.48,   -2.62,    1.59
40.99041,35.75761,2014,01,14,    7.24,   -2.98,    1.17
40.99041,35.75761,2014,01,15,   10.94,   -1.58,    2.55
40.99041,35.75761,2014,01,16,   10.95,   -0.49,    3.80
40.99041,35.75761,2014,01,17,   10.84,    1.14,    4.91
40.99041,35.75761,2014,01,18,   12.98,    0.32,    4.82
40.99041,35.75761,2014,01,19,   10.40,    0.44,    4.08
40.99041,35.75761,2014,01,20,   12.92,    0.37,    4.98
40.99041,35.75761,2014,01,21,   13.64,    0.62,    5.16
40.99041,35.75761,2014,01,22,   12.10,    1.05,    4.67
40.99041,35.75761,2014,01,23,    9.61,   -0.43,    3.37
40.99041,35.75761,2014,01,24,    8.23,   -0.11,    3.24
40.99041,35.75761,2014,01,25,   10.67,   -1.46,    3.76
40.99041,35.75761,2014,01,26,   12.45,    1.55,    5.45
40.99041,35.75761,2014,01,27,   12.23,    2.61,    6.60
40.99041,35.75761,2014,01,28,   11.18,    1.42,    5.26
40.99041,35.75761,2014,01,29,   12.81,    1.34,    6.39
40.99041,35.75761,2014,01,30,    6.33,   -2.25,    2.23
40.99041,35.75761,2014,01,31,    4.55,   -4.01,   -1.05
40.99041,35.75761,2014,02,01,    3.05,   -3.90,   -1.73
40.99041,35.75761,2014,02,02,    4.68,   -3.95,   -1.25
40.99041,35.75761,2014,02,03,    3.78,   -3.53,   -1.34
40.99041,35.75761,2014,02,04,    4.07,   -3.83,   -1.45
40.99041,35.75761,2014,02,05,    6.01,   -4.06,   -0.13
40.99041,35.75761,2014,02,06,    9.29,   -2.65,    1.47
40.99041,35.75761,2014,02,07,   10.77,   -2.63,    2.64
40.99041,35.75761,2014,02,08,   11.74,   -3.08,    2.88
40.99041,35.75761,2014,02,09,   12.50,   -0.86,    4.70
40.99041,35.75761,2014,02,10,   11.71,    1.37,    5.51
40.99041,35.75761,2014,02,11,   12.58,    0.09,    5.25
40.99041,35.75761,2014,02,12,   17.91,    0.46,    8.33
40.99041,35.75761,2014,02,13,   18.42,    0.82,    8.60
40.99041,35.75761,2014,02,14,   17.73,    3.22,    8.64
40.99041,35.75761,2014,02,15,    9.85,    3.44,    6.15
40.99041,35.75761,2014,02,16,    8.60,    0.92,    4.16
40.99041,35.75761,2014,02,17,   14.50,   -0.30,    5.97
40.99041,35.75761,2014,02,18,   17.75,    0.74,    8.19
40.99041,35.75761,2014,02,19,   16.99,    3.78,    8.83
40.99041,35.75761,2014,02,20,   19.00,    2.29,    9.35
40.99041,35.75761,2014,02,21,   16.49,    1.79,    7.96
40.99041,35.75761,2014,02,22,   16.62,    2.77,    8.65
40.99041,35.75761,2014,02,23,   17.86,    2.37,    8.66
40.99041,35.75761,2014,02,24,   16.76,    3.66,    9.32
40.99041,35.75761,2014,02,25,    9.21,    3.20,    4.89
40.99041,35.75761,2014,02,26,    8.97,    1.95,    4.46
40.99041,35.75761,2014,02,27,    9.58,    0.13,    3.60
40.99041,35.75761,2014,02,28,   11.27,   -2.01,    4.08
40.99041,35.75761,2014,03,01,   14.25,   -1.98,    6.59
40.99041,35.75761,2014,03,02,   19.02,    2.71,   10.53
40.99041,35.75761,2014,03,03,   14.54,    6.62,    9.71
40.99041,35.75761,2014,03,04,   12.10,    3.91,    8.21
40.99041,35.75761,2014,03,05,   16.61,    1.92,    9.16
40.99041,35.75761,2014,03,06,   14.47,    6.01,    8.90
40.99041,35.75761,2014,03,07,   14.36,    5.38,    8.55
40.99041,35.75761,2014,03,08,   19.60,    4.16,   10.36
40.99041,35.75761,2014,03,09,   16.14,    4.07,    7.97
40.99041,35.75761,2014,03,10,    9.74,    3.39,    5.43
40.99041,35.75761,2014,03,11,   10.42,    2.08,    5.70
40.99041,35.75761,2014,03,12,    7.53,    0.21,    2.81
40.99041,35.75761,2014,03,13,    4.45,   -2.87,    0.70
40.99041,35.75761,2014,03,14,    8.91,   -3.59,    1.46
40.99041,35.75761,2014,03,15,   14.25,   -2.06,    5.50
40.99041,35.75761,2014,03,16,   15.77,   -0.33,    7.42
40.99041,35.75761,2014,03,17,   11.72,    1.20,    6.17
40.99041,35.75761,2014,03,18,   15.75,    0.11,    7.48
40.99041,35.75761,2014,03,19,   16.78,    1.91,    8.74
40.99041,35.75761,2014,03,20,   17.32,    1.49,    8.02
40.99041,35.75761,2014,03,21,   13.61,    0.12,    5.79
40.99041,35.75761,2014,03,22,   18.65,    0.20,    8.91
40.99041,35.75761,2014,03,23,   20.99,    1.93,   11.06
40.99041,35.75761,2014,03,24,   22.35,    4.97,   13.60
40.99041,35.75761,2014,03,25,   22.97,    4.81,   14.18
40.99041,35.75761,2014,03,26,   16.96,    5.51,   11.02
40.99041,35.75761,2014,03,27,   17.82,    2.62,   10.54
40.99041,35.75761,2014,03,28,   17.31,    3.85,    9.70
40.99041,35.75761,2014,03,29,   13.79,   -3.38,    4.77
40.99041,35.75761,2014,03,30,    3.85,   -4.29,   -1.00
40.99041,35.75761,2014,03,31,   12.00,   -4.96,    3.32
40.99041,35.75761,2014,04,01,   17.87,   -1.23,    8.01
40.99041,35.75761,2014,04,02,   13.52,    2.47,    6.96
40.99041,35.75761,2014,04,03,    9.88,   -0.06,    4.27
40.99041,35.75761,2014,04,04,   18.48,   -0.91,    9.41
40.99041,35.75761,2014,04,05,   21.54,    3.84,   11.94
40.99041,35.75761,2014,04,06,   17.41,    5.31,    9.62
40.99041,35.75761,2014,04,07,   22.36,    6.52,   13.15
40.99041,35.75761,2014,04,08,   12.10,    3.51,    7.20
40.99041,35.75761,2014,04,09,   16.96,    2.99,    9.42
40.99041,35.75761,2014,04,10,   19.90,    3.57,   11.90
40.99041,35.75761,2014,04,11,   22.35,    6.40,   13.83
40.99041,35.75761,2014,04,12,   18.69,    5.04,   11.66
40.99041,35.75761,2014,04,13,   18.51,    5.43,   10.75
40.99041,35.75761,2014,04,14,   14.19,    5.55,    8.80
40.99041,35.75761,2014,04,15,   14.53,    5.64,    9.45
40.99041,35.75761,2014,04,16,   21.25,    5.64,   13.53
40.99041,35.75761,2014,04,17,   23.16,    8.57,   16.11
40.99041,35.75761,2014,04,18,   24.42,   10.18,   16.47
40.99041,35.75761,2014,04,19,   23.10,    8.78,   15.76
40.99041,35.75761,2014,04,20,   19.82,    5.00,   11.75
40.99041,35.75761,2014,04,21,   12.85,    6.24,    9.55
40.99041,35.75761,2014,04,22,   22.10,    4.09,   13.56
40.99041,35.75761,2014,04,23,   22.05,    9.79,   15.03
40.99041,35.75761,2014,04,24,   24.25,    8.91,   15.70
40.99041,35.75761,2014,04,25,   23.00,    8.50,   15.63
40.99041,35.75761,2014,04,26,   22.04,    9.29,   14.52
40.99041,35.75761,2014,04,27,   24.35,    9.20,   15.77
40.99041,35.75761,2014,04,28,   21.55,    8.47,   15.45
40.99041,35.75761,2014,04,29,   17.37,    8.26,   12.99
40.99041,35.75761,2014,04,30,   23.43,    6.05,   15.18
40.99041,35.75761,2014,05,01,   15.83,    7.32,   11.58
40.99041,35.75761,2014,05,02,   18.01,    6.57,   12.29
40.99041,35.75761,2014,05,03,   19.91,    6.83,   13.44
40.99041,35.75761,2014,05,04,   27.22,    7.72,   17.08
40.99041,35.75761,2014,05,05,   24.21,   12.07,   17.17
40.99041,35.75761,2014,05,06,   13.95,    7.73,   11.11
40.99041,35.75761,2014,05,07,   15.30,    5.16,    9.53
40.99041,35.75761,2014,05,08,   19.35,    4.74,   11.24
40.99041,35.75761,2014,05,09,   25.78,    7.16,   16.32
40.99041,35.75761,2014,05,10,   22.39,    9.47,   15.85
40.99041,35.75761,2014,05,11,   20.86,    8.14,   14.22
40.99041,35.75761,2014,05,12,   23.86,    8.46,   16.08
40.99041,35.75761,2014,05,13,   24.32,    8.72,   16.38
40.99041,35.75761,2014,05,14,   26.23,    9.48,   18.60
40.99041,35.75761,2014,05,15,   30.40,   12.42,   22.36
40.99041,35.75761,2014,05,16,   31.44,   13.65,   22.04
40.99041,35.75761,2014,05,17,   30.36,   11.00,   19.29
40.99041,35.75761,2014,05,18,   15.83,    8.70,   12.29
40.99041,35.75761,2014,05,19,   17.45,    7.89,   11.81
40.99041,35.75761,2014,05,20,   21.56,    7.40,   14.02
40.99041,35.75761,2014,05,21,   17.24,    9.72,   13.48
40.99041,35.75761,2014,05,22,   21.78,   10.64,   15.55
40.99041,35.75761,2014,05,23,   23.77,   10.14,   16.89
40.99041,35.75761,2014,05,24,   21.15,   11.07,   15.84
40.99041,35.75761,2014,05,25,   18.80,   11.70,   14.86
40.99041,35.75761,2014,05,26,   21.96,   11.04,   16.64
40.99041,35.75761,2014,05,27,   24.99,   13.47,   18.51
40.99041,35.75761,2014,05,28,   25.89,   12.20,   19.13
40.99041,35.75761,2014,05,29,   28.00,   12.62,   20.95
40.99041,35.75761,2014,05,30,   24.10,   14.06,   18.65
40.99041,35.75761,2014,05,31,   29.13,   11.92,   19.68
40.99041,35.75761,2014,06,01,   21.94,   11.78,   16.03
40.99041,35.75761,2014,06,02,   17.27,   11.68,   14.23
40.99041,35.75761,2014,06,03,   18.45,   10.97,   14.42
40.99041,35.75761,2014,06,04,   26.96,    9.22,   18.63
40.99041,35.75761,2014,06,05,   28.90,   12.82,   19.47
40.99041,35.75761,2014,06,06,   18.58,   11.93,   15.44
40.99041,35.75761,2014,06,07,   20.69,   11.77,   15.95
40.99041,35.75761,2014,06,08,   20.99,   12.24,   16.56
40.99041,35.75761,2014,06,09,   23.36,   11.96,   17.40
40.99041,35.75761,2014,06,10,   25.96,   11.18,   18.45
40.99041,35.75761,2014,06,11,   26.66,   12.20,   19.17
40.99041,35.75761,2014,06,12,   20.82,   10.57,   15.56
40.99041,35.75761,2014,06,13,   23.62,    9.23,   16.27
40.99041,35.75761,2014,06,14,   27.74,   10.72,   19.77
40.99041,35.75761,2014,06,15,   28.60,   15.05,   21.28
40.99041,35.75761,2014,06,16,   26.65,   14.18,   19.84
40.99041,35.75761,2014,06,17,   27.52,   12.84,   20.01
40.99041,35.75761,2014,06,18,   28.79,   14.01,   21.41
40.99041,35.75761,2014,06,19,   29.17,   14.80,   22.21
40.99041,35.75761,2014,06,20,   31.46,   15.81,   23.15
40.99041,35.75761,2014,06,21,   24.91,   12.79,   18.62
40.99041,35.75761,2014,06,22,   23.39,   11.37,   17.19
40.99041,35.75761,2014,06,23,   24.22,   11.18,   17.11
40.99041,35.75761,2014,06,24,   24.70,    9.41,   16.77
40.99041,35.75761,2014,06,25,   28.33,   10.05,   19.40
40.99041,35.75761,2014,06,26,   32.01,   13.00,   23.07
40.99041,35.75761,2014,06,27,   32.32,   15.43,   24.55
40.99041,35.75761,2014,06,28,   26.48,   14.04,   19.73
40.99041,35.75761,2014,06,29,   25.70,   11.86,   18.14
40.99041,35.75761,2014,06,30,   30.23,   11.44,   20.39
40.99041,35.75761,2014,07,01,   33.27,   13.36,   22.96
40.99041,35.75761,2014,07,02,   30.25,   14.90,   21.59
40.99041,35.75761,2014,07,03,   28.40,   13.81,   20.59
40.99041,35.75761,2014,07,04,   26.67,   12.49,   18.88
40.99041,35.75761,2014,07,05,   21.06,   13.14,   16.64
40.99041,35.75761,2014,07,06,   26.43,   12.87,   19.46
40.99041,35.75761,2014,07,07,   28.03,   13.59,   20.54
40.99041,35.75761,2014,07,08,   28.78,   13.78,   20.84
40.99041,35.75761,2014,07,09,   29.41,   13.80,   20.88
40.99041,35.75761,2014,07,10,   33.79,   14.79,   24.06
40.99041,35.75761,2014,07,11,   36.44,   16.99,   26.85
40.99041,35.75761,2014,07,12,   38.01,   18.24,   27.60
40.99041,35.75761,2014,07,13,   30.33,   16.41,   22.72
40.99041,35.75761,2014,07,14,   29.40,   15.54,   21.92
40.99041,35.75761,2014,07,15,   31.02,   14.79,   22.53
40.99041,35.75761,2014,07,16,   34.14,   15.78,   24.11
40.99041,35.75761,2014,07,17,   31.64,   16.75,   23.26
40.99041,35.75761,2014,07,18,   31.18,   16.27,   23.02
40.99041,35.75761,2014,07,19,   29.79,   15.69,   22.00
40.99041,35.75761,2014,07,20,   27.93,   15.87,   21.11
40.99041,35.75761,2014,07,21,   25.89,   15.02,   20.05
40.99041,35.75761,2014,07,22,   29.47,   14.86,   21.82
40.99041,35.75761,2014,07,23,   34.27,   14.82,   24.85
40.99041,35.75761,2014,07,24,   36.50,   18.68,   26.65
40.99041,35.75761,2014,07,25,   30.29,   16.97,   22.75
40.99041,35.75761,2014,07,26,   30.05,   16.02,   22.53
40.99041,35.75761,2014,07,27,   31.19,   17.09,   23.69
40.99041,35.75761,2014,07,28,   31.96,   17.74,   24.13
40.99041,35.75761,2014,07,29,   33.38,   16.90,   24.42
40.99041,35.75761,2014,07,30,   31.59,   17.46,   23.47
40.99041,35.75761,2014,07,31,   32.06,   16.13,   23.53
40.99041,35.75761,2014,08,01,   35.73,   16.51,   25.72
40.99041,35.75761,2014,08,02,   37.43,   17.78,   27.03
40.99041,35.75761,2014,08,03,   33.65,   18.58,   24.74
40.99041,35.75761,2014,08,04,   28.62,   17.32,   22.36
40.99041,35.75761,2014,08,05,   27.23,   16.06,   21.12
40.99041,35.75761,2014,08,06,   29.96,   14.33,   22.10
40.99041,35.75761,2014,08,07,   32.39,   16.33,   23.88
40.99041,35.75761,2014,08,08,   29.73,   16.13,   22.04
40.99041,35.75761,2014,08,09,   29.92,   16.61,   22.42
40.99041,35.75761,2014,08,10,   29.13,   15.56,   22.17
40.99041,35.75761,2014,08,11,   30.20,   15.68,   22.83
40.99041,35.75761,2014,08,12,   30.80,   15.95,   22.70
40.99041,35.75761,2014,08,13,   30.20,   16.04,   22.27
40.99041,35.75761,2014,08,14,   33.98,   16.50,   24.47
40.99041,35.75761,2014,08,15,   38.06,   19.62,   27.25
40.99041,35.75761,2014,08,16,   35.45,   16.83,   25.27
40.99041,35.75761,2014,08,17,   36.41,   16.11,   25.69
40.99041,35.75761,2014,08,18,   34.89,   18.93,   24.49
40.99041,35.75761,2014,08,19,   25.62,   17.30,   20.93
40.99041,35.75761,2014,08,20,   28.13,   16.94,   21.47
40.99041,35.75761,2014,08,21,   32.08,   16.12,   23.08
40.99041,35.75761,2014,08,22,   30.91,   16.32,   22.56
40.99041,35.75761,2014,08,23,   29.31,   16.55,   21.73
40.99041,35.75761,2014,08,24,   31.72,   16.07,   22.93
40.99041,35.75761,2014,08,25,   32.09,   17.68,   23.42
40.99041,35.75761,2014,08,26,   30.92,   16.83,   22.53
40.99041,35.75761,2014,08,27,   36.74,   16.40,   25.57
40.99041,35.75761,2014,08,28,   34.40,   17.62,   23.99
40.99041,35.75761,2014,08,29,   26.79,   15.77,   20.44
40.99041,35.75761,2014,08,30,   25.33,   12.77,   18.43
40.99041,35.75761,2014,08,31,   29.76,   11.73,   19.69
40.99041,35.75761,2014,09,01,   32.62,   14.82,   22.58
40.99041,35.75761,2014,09,02,   33.97,   15.76,   23.19
40.99041,35.75761,2014,09,03,   33.41,   15.12,   23.01
40.99041,35.75761,2014,09,04,   34.36,   15.90,   23.63
40.99041,35.75761,2014,09,05,   31.93,   15.23,   22.31
40.99041,35.75761,2014,09,06,   32.53,   16.27,   23.03
40.99041,35.75761,2014,09,07,   30.63,   17.06,   22.83
40.99041,35.75761,2014,09,08,   27.30,   16.95,   21.04
40.99041,35.75761,2014,09,09,   23.91,   14.69,   18.89
40.99041,35.75761,2014,09,10,   26.44,   13.52,   19.01
40.99041,35.75761,2014,09,11,   24.20,   13.64,   18.17
40.99041,35.75761,2014,09,12,   28.70,   13.01,   20.10
40.99041,35.75761,2014,09,13,   26.66,   14.98,   19.61
40.99041,35.75761,2014,09,14,   26.15,   14.12,   18.91
40.99041,35.75761,2014,09,15,   26.27,   13.66,   18.87
40.99041,35.75761,2014,09,16,   23.76,   13.60,   17.75
40.99041,35.75761,2014,09,17,   23.32,   13.02,   16.96
40.99041,35.75761,2014,09,18,   17.10,   12.44,   14.64
40.99041,35.75761,2014,09,19,   21.20,   12.05,   15.56
40.99041,35.75761,2014,09,20,   21.33,   10.21,   15.08
40.99041,35.75761,2014,09,21,   21.26,   10.96,   15.14
40.99041,35.75761,2014,09,22,   25.31,   10.86,   17.20
40.99041,35.75761,2014,09,23,   26.86,   12.65,   20.12
40.99041,35.75761,2014,09,24,   19.52,    9.26,   14.21
40.99041,35.75761,2014,09,25,   18.91,    8.32,   12.22
40.99041,35.75761,2014,09,26,   21.20,    7.73,   13.41
40.99041,35.75761,2014,09,27,   22.00,    9.42,   15.09
40.99041,35.75761,2014,09,28,   16.75,    9.66,   12.84
40.99041,35.75761,2014,09,29,   16.03,    7.85,   11.63
40.99041,35.75761,2014,09,30,   17.76,    7.48,   11.09
40.99041,35.75761,2014,10,01,   21.01,    5.08,   12.10
40.99041,35.75761,2014,10,02,   18.38,    7.62,   11.42
40.99041,35.75761,2014,10,03,   17.95,    7.03,   11.02
40.99041,35.75761,2014,10,04,   18.22,    8.52,   11.97
40.99041,35.75761,2014,10,05,   21.06,    9.06,   13.24
40.99041,35.75761,2014,10,06,   20.65,    8.30,   13.00
40.99041,35.75761,2014,10,07,   20.71,    9.97,   13.59
40.99041,35.75761,2014,10,08,   21.40,    9.11,   13.45
40.99041,35.75761,2014,10,09,   20.76,    9.17,   13.20
40.99041,35.75761,2014,10,10,   21.69,    8.88,   13.72
40.99041,35.75761,2014,10,11,   24.68,   10.25,   15.85
40.99041,35.75761,2014,10,12,   21.09,   12.04,   15.50
40.99041,35.75761,2014,10,13,   22.18,   10.45,   15.14
40.99041,35.75761,2014,10,14,   20.51,   10.64,   14.47
40.99041,35.75761,2014,10,15,   17.80,   10.95,   13.84
40.99041,35.75761,2014,10,16,   22.43,    8.21,   14.99
40.99041,35.75761,2014,10,17,   19.35,   11.06,   14.17
40.99041,35.75761,2014,10,18,   20.32,    8.18,   13.51
40.99041,35.75761,2014,10,19,   10.01,    3.09,    6.18
40.99041,35.75761,2014,10,20,   12.07,    2.16,    5.88
40.99041,35.75761,2014,10,21,   18.55,    0.22,    8.85
40.99041,35.75761,2014,10,22,   22.08,    4.17,   12.04
40.99041,35.75761,2014,10,23,   17.50,    8.32,   11.98
40.99041,35.75761,2014,10,24,   18.58,    7.69,   12.33
40.99041,35.75761,2014,10,25,   20.61,    8.60,   13.52
40.99041,35.75761,2014,10,26,   19.71,    9.15,   13.28
40.99041,35.75761,2014,10,27,   18.43,    9.88,   13.12
40.99041,35.75761,2014,10,28,   17.93,    9.08,   12.10
40.99041,35.75761,2014,10,29,   18.75,    8.99,   12.10
40.99041,35.75761,2014,10,30,   15.01,    7.82,   10.88
40.99041,35.75761,2014,10,31,   12.01,    6.71,    9.33
40.99041,35.75761,2014,11,01,    8.58,    4.35,    5.89
40.99041,35.75761,2014,11,02,    5.96,   -1.20,    3.31
40.99041,35.75761,2014,11,03,    6.63,   -1.53,    1.46
40.99041,35.75761,2014,11,04,    9.51,   -2.82,    2.32
40.99041,35.75761,2014,11,05,   14.20,   -2.64,    4.53
40.99041,35.75761,2014,11,06,   15.94,   -0.86,    6.10
40.99041,35.75761,2014,11,07,   17.19,   -0.30,    7.09
40.99041,35.75761,2014,11,08,   17.64,    1.34,    8.74
40.99041,35.75761,2014,11,09,   18.07,    0.92,    8.30
40.99041,35.75761,2014,11,10,   18.30,    2.47,    9.66
40.99041,35.75761,2014,11,11,   17.17,    6.34,   10.09
40.99041,35.75761,2014,11,12,   17.19,    3.58,    9.30
40.99041,35.75761,2014,11,13,   17.64,    3.05,    9.64
40.99041,35.75761,2014,11,14,   18.81,    6.03,   11.68
40.99041,35.75761,2014,11,15,   14.84,    7.27,    9.93
40.99041,35.75761,2014,11,16,   14.45,    6.19,    9.27
40.99041,35.75761,2014,11,17,   14.43,    5.19,    9.24
40.99041,35.75761,2014,11,18,   16.16,    4.72,    9.56
40.99041,35.75761,2014,11,19,   17.33,    4.68,   10.38
40.99041,35.75761,2014,11,20,   17.81,    5.18,   10.66
40.99041,35.75761,2014,11,21,    7.85,    2.82,    5.69
40.99041,35.75761,2014,11,22,    4.11,    1.62,    2.88
40.99041,35.75761,2014,11,23,    5.43,   -0.31,    1.75
40.99041,35.75761,2014,11,24,    4.90,   -0.85,    1.23
40.99041,35.75761,2014,11,25,    7.35,   -3.09,    1.21
40.99041,35.75761,2014,11,26,    5.16,    0.37,    2.74
40.99041,35.75761,2014,11,27,    5.94,   -0.12,    2.02
40.99041,35.75761,2014,11,28,    7.71,   -2.48,    1.73
40.99041,35.75761,2014,11,29,    9.62,   -2.67,    2.43
40.99041,35.75761,2014,11,30,    6.22,    0.38,    2.77
40.99041,35.75761,2014,12,01,    3.88,   -1.32,    1.54
40.99041,35.75761,2014,12,02,    5.31,   -1.51,    1.83
40.99041,35.75761,2014,12,03,    7.97,    2.76,    4.43
40.99041,35.75761,2014,12,04,   11.01,    3.02,    6.61
40.99041,35.75761,2014,12,05,   11.91,    4.27,    7.60
40.99041,35.75761,2014,12,06,   12.61,    4.28,    7.49
40.99041,35.75761,2014,12,07,   13.99,    3.45,    7.56
40.99041,35.75761,2014,12,08,   14.31,    4.19,    8.24
40.99041,35.75761,2014,12,09,   13.93,    6.75,    9.22
40.99041,35.75761,2014,12,10,   13.91,    4.04,    7.80
40.99041,35.75761,2014,12,11,   13.53,    2.37,    6.65
40.99041,35.75761,2014,12,12,   10.45,    3.15,    6.33
40.99041,35.75761,2014,12,13,    6.24,    3.17,    5.05
40.99041,35.75761,2014,12,14,   10.39,    1.40,    4.52
40.99041,35.75761,2014,12,15,    9.62,   -2.03,    2.44
40.99041,35.75761,2014,12,16,    8.03,   -2.47,    0.81
40.99041,35.75761,2014,12,17,    8.05,   -2.38,    2.16
40.99041,35.75761,2014,12,18,   11.02,    1.63,    5.13
40.99041,35.75761,2014,12,19,    8.47,    1.80,    4.33
40.99041,35.75761,2014,12,20,    9.44,   -1.17,    3.61
40.99041,35.75761,2014,12,21,    7.53,   -1.50,    1.82
40.99041,35.75761,2014,12,22,    2.98,   -3.46,    0.16
40.99041,35.75761,2014,12,23,    3.75,   -3.68,   -0.53
40.99041,35.75761,2014,12,24,    9.39,   -2.13,    1.56
40.99041,35.75761,2014,12,25,   10.89,   -1.89,    1.94
40.99041,35.75761,2014,12,26,   10.40,   -2.06,    2.35
40.99041,35.75761,2014,12,27,   11.52,    0.39,    4.56
40.99041,35.75761,2014,12,28,    6.27,   -0.69,    2.46
40.99041,35.75761,2014,12,29,   12.85,    1.93,    7.06
40.99041,35.75761,2014,12,30,    5.91,   -0.12,    3.10
40.99041,35.75761,2014,12,31,    3.86,    0.53,    1.74
40.99041,35.75761,2015,01,01,    2.60,   -2.21,    0.58
