LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M
40.99041,35.75761,2010,01,01,   11.84,   -0.24,    6.13
40.99041,35.75761,2010,01,02,   13.78,    3.74,    7.89
40.99041,35.75761,2010,01,03,    6.90,    1.20,    3.35
40.99041,35.75761,2010,01,04,    2.67,   -4.31,   -0.11
40.99041,35.75761,2010,01,05,    3.17,   -4.42,   -1.90
40.99041,35.75761,2010,01,06,    7.87,   -4.24,    1.33
40.99041,35.75761,2010,01,07,    9.46,   -0.01,    3.97
40.99041,35.75761,2010,01,08,   13.62,    2.10,    6.39
40.99041,35.75761,2010,01,09,   13.19,   -0.10,    5.62
40.99041,35.75761,2010,01,10,   12.29,    3.06,    6.74
40.99041,35.75761,2010,01,11,    6.83,   -0.84,    3.06
40.99041,35.75761,2010,01,12,    8.99,   -1.34,    3.26
40.99041,35.75761,2010,01,13,    8.23,    0.50,    3.63
40.99041,35.75761,2010,01,14,    7.59,    2.04,    4.03
40.99041,35.75761,2010,01,15,    6.29,    1.23,    3.02
40.99041,35.75761,2010,01,16,    5.19,    0.68,    2.45
40.99041,35.75761,2010,01,17,    5.65,    0.58,    2.77
40.99041,35.75761,2010,01,18,   10.37,    1.40,    5.01
40.99041,35.75761,2010,01,19,    8.01,    1.54,    4.51
40.99041,35.75761,2010,01,20,    5.48,   -0.30,    2.36
40.99041,35.75761,2010,01,21,    5.47,   -3.51,    0.66
40.99041,35.75761,2010,01,22,    5.40,   -4.70,   -0.13
40.99041,35.75761,2010,01,23,    7.04,    0.05,    2.62
40.99041,35.75761,2010,01,24,    1.05,   -3.77,   -1.19
40.99041,35.75761,2010,01,25,   -3.80,   -7.67,   -5.29
40.99041,35.75761,2010,01,26,   -5.02,   -8.90,   -7.17
40.99041,35.75761,2010,01,27,   -1.14,  -11.78,   -6.10
40.99041,35.75761,2010,01,28,    1.80,   -4.48,   -1.62
40.99041,35.75761,2010,01,29,    6.75,   -2.13,    1.59
40.99041,35.75761,2010,01,30,    8.51,    0.21,    3.04
40.99041,35.75761,2010,01,31,   11.45,   -0.06,    4.26
40.99041,35.75761,2010,02,01,   10.30,    1.11,    4.22
40.99041,35.75761,2010,02,02,   11.86,   -0.43,    4.46
40.99041,35.75761,2010,02,03,    3.86,   -3.74,    0.85
40.99041,35.75761,2010,02,04,   -0.64,   -5.41,   -3.54
40.99041,35.75761,2010,02,05,   -0.77,   -5.55,   -3.41
40.99041,35.75761,2010,02,06,    1.50,   -6.05,   -2.65
40.99041,35.75761,2010,02,07,    5.24,   -6.06,   -0.72
40.99041,35.75761,2010,02,08,    5.41,   -0.81,    1.46
40.99041,35.75761,2010,02,09,    7.96,   -1.35,    1.88
40.99041,35.75761,2010,02,10,    8.74,   -1.94,    2.25
40.99041,35.75761,2010,02,11,    8.00,    0.51,    3.68
40.99041,35.75761,2010,02,12,   12.65,    2.44,    6.11
40.99041,35.75761,2010,02,13,   12.42,    1.73,    6.24
40.99041,35.75761,2010,02,14,   14.61,    2.93,    8.44
40.99041,35.75761,2010,02,15,   18.84,    4.69,   11.06
40.99041,35.75761,2010,02,16,    8.38,    0.52,    5.06
40.99041,35.75761,2010,02,17,   14.28,   -0.45,    6.64
40.99041,35.75761,2010,02,18,   15.24,    3.10,    8.67
40.99041,35.75761,2010,02,19,   11.85,    3.09,    7.52
40.99041,35.75761,2010,02,20,   13.43,    1.61,    7.73
40.99041,35.75761,2010,02,21,   12.90,    5.12,    9.62
40.99041,35.75761,2010,02,22,    7.01,   -0.80,    2.93
40.99041,35.75761,2010,02,23,    6.35,   -0.60,    2.60
40.99041,35.75761,2010,02,24,   10.56,   -0.26,    4.60
40.99041,35.75761,2010,02,25,   12.73,    1.14,    6.34
40.99041,35.75761,2010,02,26,   13.32,    1.92,    7.16
40.99041,35.75761,2010,02,27,   10.85,    3.00,    6.24
40.99041,35.75761,2010,02,28,   12.30,    2.52,    6.44
40.99041,35.75761,2010,03,01,   12.14,    2.86,    6.21
40.99041,35.75761,2010,03,02,   15.79,    3.75,    8.80
40.99041,35.75761,2010,03,03,    5.94,   -3.51,    2.63
40.99041,35.75761,2010,03,04,    8.96,   -4.38,    2.52
40.99041,35.75761,2010,03,05,   12.39,    2.43,    6.98
40.99041,35.75761,2010,03,06,   12.60,    4.12,    7.82
40.99041,35.75761,2010,03,07,    8.36,   -1.51,    3.33
40.99041,35.75761,2010,03,08,    9.29,   -1.28,    4.59
40.99041,35.75761,2010,03,09,   16.57,    6.67,   11.01
40.99041,35.75761,2010,03,10,    8.81,   -0.46,    4.55
40.99041,35.75761,2010,03,11,   14.00,   -0.94,    6.53
40.99041,35.75761,2010,03,12,   16.33,    5.86,   10.14
40.99041,35.75761,2010,03,13,   11.09,    2.36,    6.68
40.99041,35.75761,2010,03,14,   11.51,    0.02,    4.57
40.99041,35.75761,2010,03,15,    4.52,   -1.46,    0.87
40.99041,35.75761,2010,03,16,    4.17,   -5.73,   -0.95
40.99041,35.75761,2010,03,17,    8.74,   -5.80,    0.72
40.99041,35.75761,2010,03,18,    3.24,   -5.53,   -1.90
40.99041,35.75761,2010,03,19,    6.72,   -5.57,   -0.24
40.99041,35.75761,2010,03,20,   10.89,   -2.74,    3.30
40.99041,35.75761,2010,03,21,   15.30,   -1.84,    6.39
40.99041,35.75761,2010,03,22,   17.08,    1.25,    9.62
40.99041,35.75761,2010,03,23,   16.85,    3.71,    9.76
40.99041,35.75761,2010,03,24,   20.69,    2.46,   10.34
40.99041,35.75761,2010,03,25,   14.77,    2.02,    7.31
40.99041,35.75761,2010,03,26,   13.96,    0.69,    5.77
40.99041,35.75761,2010,03,27,   14.65,    0.22,    6.69
40.99041,35.75761,2010,03,28,   19.87,    1.92,   10.76
40.99041,35.75761,2010,03,29,   11.93,    4.90,    8.10
40.99041,35.75761,2010,03,30,    8.42,    2.24,    5.26
40.99041,35.75761,2010,03,31,   15.20,    1.27,    8.20
40.99041,35.75761,2010,04,01,   16.68,    5.93,   11.34
40.99041,35.75761,2010,04,02,   16.17,    6.32,   11.05
40.99041,35.75761,2010,04,03,   11.35,    4.14,    7.34
40.99041,35.75761,2010,04,04,   14.01,    1.93,    6.76
40.99041,35.75761,2010,04,05,   16.22,    0.90,    7.97
40.99041,35.75761,2010,04,06,   20.81,    4.27,   11.93
40.99041,35.75761,2010,04,07,   14.88,    3.86,    8.89
40.99041,35.75761,2010,04,08,    9.32,    3.51,    5.60
40.99041,35.75761,2010,04,09,   11.86,    1.16,    5.84
40.99041,35.75761,2010,04,10,   12.24,    1.93,    6.05
40.99041,35.75761,2010,04,11,   13.19,    2.13,    6.48
40.99041,35.75761,2010,04,12,    6.67,    0.85,    3.09
40.99041,35.75761,2010,04,13,   11.61,    0.68,    5.42
40.99041,35.75761,2010,04,14,   16.61,    0.69,    8.57
40.99041,35.75761,2010,04,15,   17.07,    4.43,   10.68
40.99041,35.75761,2010,04,16,   21.95,    5.13,   13.57
40.99041,35.75761,2010,04,17,   22.43,    8.81,   14.81
40.99041,35.75761,2010,04,18,   10.09,    6.22,    8.39
40.99041,35.75761,2010,04,19,   19.62,    5.23,   12.08
40.99041,35.75761,2010,04,20,   23.56,    7.23,   15.56
40.99041,35.75761,2010,04,21,   16.52,    7.04,   12.07
40.99041,35.75761,2010,04,22,   13.19,    5.61,    8.43
40.99041,35.75761,2010,04,23,   16.86,    3.64,    9.96
40.99041,35.75761,2010,04,24,   17.85,    5.62,   10.79
40.99041,35.75761,2010,04,25,   19.93,    5.52,   11.65
40.99041,35.75761,2010,04,26,   17.25,    3.04,    9.39
40.99041,35.75761,2010,04,27,   12.70,    3.81,    7.54
40.99041,35.75761,2010,04,28,   13.74,    2.17,    7.52
40.99041,35.75761,2010,04,29,   12.94,    3.20,    7.48
40.99041,35.75761,2010,04,30,   16.22,    1.52,    8.11
40.99041,35.75761,2010,05,01,   16.20,    1.87,    8.49
40.99041,35.75761,2010,05,02,   17.14,    3.19,   10.10
40.99041,35.75761,2010,05,03,   19.64,    4.75,   11.69
40.99041,35.75761,2010,05,04,   19.69,    5.02,   11.74
40.99041,35.75761,2010,05,05,   18.88,    6.55,   11.79
40.99041,35.75761,2010,05,06,   21.08,    6.26,   12.91
40.99041,35.75761,2010,05,07,   26.07,    8.27,   16.83
40.99041,35.75761,2010,05,08,   23.50,   10.59,   16.46
40.99041,35.75761,2010,05,09,   24.51,   10.50,   17.17
40.99041,35.75761,2010,05,10,   19.42,    8.94,   14.54
40.99041,35.75761,2010,05,11,   21.55,    8.31,   14.28
40.99041,35.75761,2010,05,12,   23.79,    9.06,   16.06
40.99041,35.75761,2010,05,13,   27.21,   10.78,   19.18
40.99041,35.75761,2010,05,14,   27.27,   12.24,   20.38
40.99041,35.75761,2010,05,15,   26.06,   14.89,   20.20
40.99041,35.75761,2010,05,16,   30.52,   14.72,   21.68
40.99041,35.75761,2010,05,17,   24.12,    8.93,   17.11
40.99041,35.75761,2010,05,18,   24.81,    8.18,   15.46
40.99041,35.75761,2010,05,19,   16.80,    8.78,   12.19
40.99041,35.75761,2010,05,20,   17.49,    9.11,   12.34
40.99041,35.75761,2010,05,21,   19.00,    8.26,   13.33
40.99041,35.75761,2010,05,22,   18.49,    9.43,   13.26
40.99041,35.75761,2010,05,23,   14.80,    8.99,   11.85
40.99041,35.75761,2010,05,24,   20.21,    7.24,   13.44
40.99041,35.75761,2010,05,25,   22.99,    7.43,   15.88
40.99041,35.75761,2010,05,26,   24.55,   10.05,   17.52
40.99041,35.75761,2010,05,27,   26.95,   11.52,   19.43
40.99041,35.75761,2010,05,28,   24.15,   13.56,   18.72
40.99041,35.75761,2010,05,29,   26.36,   13.14,   19.43
40.99041,35.75761,2010,05,30,   26.47,   14.26,   19.80
40.99041,35.75761,2010,05,31,   29.50,   12.72,   21.55
40.99041,35.75761,2010,06,01,   29.82,   15.83,   22.88
40.99041,35.75761,2010,06,02,   32.85,   15.88,   23.45
40.99041,35.75761,2010,06,03,   29.25,   13.52,   20.72
40.99041,35.75761,2010,06,04,   30.41,   12.54,   20.34
40.99041,35.75761,2010,06,05,   28.03,   12.84,   19.69
40.99041,35.75761,2010,06,06,   25.38,   13.50,   18.82
40.99041,35.75761,2010,06,07,   25.74,   12.94,   19.34
40.99041,35.75761,2010,06,08,   24.55,   14.65,   19.27
40.99041,35.75761,2010,06,09,   23.57,   14.22,   18.53
40.99041,35.75761,2010,06,10,   23.25,   13.16,   17.50
40.99041,35.75761,2010,06,11,   22.22,   13.02,   17.77
40.99041,35.75761,2010,06,12,   27.49,   14.41,   20.63
40.99041,35.75761,2010,06,13,   33.85,   15.41,   23.92
40.99041,35.75761,2010,06,14,   30.58,   15.85,   22.20
40.99041,35.75761,2010,06,15,   28.80,   14.67,   21.72
40.99041,35.75761,2010,06,16,   26.17,   16.49,   21.13
40.99041,35.75761,2010,06,17,   27.64,   15.30,   20.81
40.99041,35.75761,2010,06,18,   25.42,   15.26,   19.97
40.99041,35.75761,2010,06,19,   27.99,   14.38,   20.66
40.99041,35.75761,2010,06,20,   26.78,   14.72,   20.97
40.99041,35.75761,2010,06,21,   27.31,   14.38,   21.53
40.99041,35.75761,2010,06,22,   29.88,   15.19,   21.56
40.99041,35.75761,2010,06,23,   25.12,   14.26,   19.25
40.99041,35.75761,2010,06,24,   19.91,   14.17,   16.78
40.99041,35.75761,2010,06,25,   25.32,   12.65,   18.59
40.99041,35.75761,2010,06,26,   18.24,   12.90,   15.75
40.99041,35.75761,2010,06,27,   23.91,   12.34,   17.77
40.99041,35.75761,2010,06,28,   24.06,   13.55,   18.68
40.99041,35.75761,2010,06,29,   21.09,   13.72,   17.05
40.99041,35.75761,2010,06,30,   25.29,   12.38,   19.04
40.99041,35.75761,2010,07,01,   26.17,   14.02,   20.35
40.99041,35.75761,2010,07,02,   26.98,   15.05,   20.69
40.99041,35.75761,2010,07,03,   27.36,   15.23,   20.76
40.99041,35.75761,2010,07,04,   28.34,   14.89,   21.12
40.99041,35.75761,2010,07,05,   29.25,   14.80,   21.74
40.99041,35.75761,2010,07,06,   30.30,   14.91,   22.21
40.99041,35.75761,2010,07,07,   28.81,   16.66,   21.87
40.99041,35.75761,2010,07,08,   28.60,   15.81,   21.52
40.99041,35.75761,2010,07,09,   29.73,   16.03,   21.85
40.99041,35.75761,2010,07,10,   29.63,   15.72,   22.06
40.99041,35.75761,2010,07,11,   30.37,   16.72,   22.87
40.99041,35.75761,2010,07,12,   31.19,   16.68,   23.38
40.99041,35.75761,2010,07,13,   31.44,   17.44,   23.73
40.99041,35.75761,2010,07,14,   28.78,   17.22,   22.29
40.99041,35.75761,2010,07,15,   27.10,   16.13,   20.97
40.99041,35.75761,2010,07,16,   24.74,   15.38,   19.91
40.99041,35.75761,2010,07,17,   28.18,   13.89,   20.81
40.99041,35.75761,2010,07,18,   29.22,   15.03,   21.85
40.99041,35.75761,2010,07,19,   29.95,   15.59,   22.62
40.99041,35.75761,2010,07,20,   30.75,   16.32,   23.16
40.99041,35.75761,2010,07,21,   30.29,   16.09,   22.83
40.99041,35.75761,2010,07,22,   29.96,   16.82,   22.77
40.99041,35.75761,2010,07,23,   29.24,   16.32,   22.26
40.99041,35.75761,2010,07,24,   26.91,   16.02,   20.98
40.99041,35.75761,2010,07,25,   31.29,   14.51,   22.76
40.99041,35.75761,2010,07,26,   35.29,   17.25,   26.19
40.99041,35.75761,2010,07,27,   37.52,   19.00,   27.24
40.99041,35.75761,2010,07,28,   33.69,   18.50,   24.60
40.99041,35.75761,2010,07,29,   29.02,   17.43,   22.27
40.99041,35.75761,2010,07,30,   32.03,   16.69,   23.49
40.99041,35.75761,2010,07,31,   35.94,   18.16,   26.08
40.99041,35.75761,2010,08,01,   37.87,   18.81,   27.88
40.99041,35.75761,2010,08,02,   36.26,   20.33,   27.01
40.99041,35.75761,2010,08,03,   33.26,   18.90,   25.03
40.99041,35.75761,2010,08,04,   35.13,   17.54,   26.05
40.99041,35.75761,2010,08,05,   37.67,   20.31,   28.25
40.99041,35.75761,2010,08,06,   38.76,   19.75,   28.32
40.99041,35.75761,2010,08,07,   38.42,   20.67,   28.40
40.99041,35.75761,2010,08,08,   36.84,   18.40,   26.84
40.99041,35.75761,2010,08,09,   35.08,   17.43,   25.93
40.99041,35.75761,2010,08,10,   34.96,   17.36,   25.97
40.99041,35.75761,2010,08,11,   35.41,   19.30,   26.78
40.99041,35.75761,2010,08,12,   35.29,   19.96,   26.63
40.99041,35.75761,2010,08,13,   34.94,   18.21,   25.89
40.99041,35.75761,2010,08,14,   33.74,   18.01,   25.07
40.99041,35.75761,2010,08,15,   32.26,   17.22,   24.25
40.99041,35.75761,2010,08,16,   31.94,   17.87,   24.14
40.99041,35.75761,2010,08,17,   31.84,   17.40,   24.07
40.99041,35.75761,2010,08,18,   34.56,   18.10,   25.03
40.99041,35.75761,2010,08,19,   33.03,   16.78,   24.25
40.99041,35.75761,2010,08,20,   32.54,   18.03,   23.87
40.99041,35.75761,2010,08,21,   27.35,   15.84,   20.81
40.99041,35.75761,2010,08,22,   25.65,   13.83,   18.91
40.99041,35.75761,2010,08,23,   27.19,   11.06,   18.60
40.99041,35.75761,2010,08,24,   29.54,   12.64,   20.29
40.99041,35.75761,2010,08,25,   29.68,   14.13,   21.10
40.99041,35.75761,2010,08,26,   28.46,   14.99,   20.64
40.99041,35.75761,2010,08,27,   28.37,   14.76,   20.58
40.99041,35.75761,2010,08,28,   33.66,   13.43,   23.77
40.99041,35.75761,2010,08,29,   37.05,   18.17,   27.12
40.99041,35.75761,2010,08,30,   32.79,   16.62,   23.76
40.99041,35.75761,2010,08,31,   37.18,   17.34,   26.52
40.99041,35.75761,2010,09,01,   35.74,   17.00,   25.76
40.99041,35.75761,2010,09,02,   24.37,   14.39,   18.17
40.99041,35.75761,2010,09,03,   24.15,   14.05,   17.94
40.99041,35.75761,2010,09,04,   28.33,   13.35,   19.62
40.99041,35.75761,2010,09,05,   32.04,   13.33,   21.23
40.99041,35.75761,2010,09,06,   27.59,   14.80,   19.80
40.99041,35.75761,2010,09,07,   26.01,   14.44,   18.84
40.99041,35.75761,2010,09,08,   26.25,   13.39,   18.46
40.99041,35.75761,2010,09,09,   28.05,   12.87,   19.01
40.99041,35.75761,2010,09,10,   25.52,   13.46,   18.00
40.99041,35.75761,2010,09,11,   28.14,   12.45,   18.75
40.99041,35.75761,2010,09,12,   33.73,   12.34,   21.44
40.99041,35.75761,2010,09,13,   27.29,   14.81,   19.57
40.99041,35.75761,2010,09,14,   25.66,   12.97,   18.66
40.99041,35.75761,2010,09,15,   27.11,   13.41,   19.25
40.99041,35.75761,2010,09,16,   28.73,   13.87,   20.04
40.99041,35.75761,2010,09,17,   29.20,   12.89,   19.77
40.99041,35.75761,2010,09,18,   27.17,   13.91,   19.23
40.99041,35.75761,2010,09,19,   28.24,   13.43,   19.43
40.99041,35.75761,2010,09,20,   32.69,   13.19,   22.19
40.99041,35.75761,2010,09,21,   29.85,   14.45,   20.22
40.99041,35.75761,2010,09,22,   22.74,   14.51,   17.31
40.99041,35.75761,2010,09,23,   22.98,   12.72,   16.87
40.99041,35.75761,2010,09,24,   25.74,   11.92,   17.52
40.99041,35.75761,2010,09,25,   31.63,   13.19,   21.20
40.99041,35.75761,2010,09,26,   30.27,   12.59,   21.55
40.99041,35.75761,2010,09,27,   32.09,   15.97,   23.66
40.99041,35.75761,2010,09,28,   27.94,   14.19,   20.15
40.99041,35.75761,2010,09,29,   27.78,   12.26,   19.91
40.99041,35.75761,2010,09,30,   28.02,   12.76,   20.36
40.99041,35.75761,2010,10,01,   22.90,   11.65,   15.52
40.99041,35.75761,2010,10,02,   16.62,   11.04,   13.14
40.99041,35.75761,2010,10,03,   17.63,    8.99,   12.01
40.99041,35.75761,2010,10,04,   16.47,    7.84,   10.71
40.99041,35.75761,2010,10,05,   16.58,    7.97,   10.79
40.99041,35.75761,2010,10,06,   16.47,    7.22,   10.33
40.99041,35.75761,2010,10,07,   10.34,    6.72,    8.04
40.99041,35.75761,2010,10,08,    6.80,    2.63,    4.96
40.99041,35.75761,2010,10,09,   15.21,    1.77,    7.49
40.99041,35.75761,2010,10,10,   14.09,    2.31,    7.93
40.99041,35.75761,2010,10,11,   15.61,    3.44,    9.17
40.99041,35.75761,2010,10,12,   15.45,    4.16,    9.16
40.99041,35.75761,2010,10,13,   19.85,    6.81,   12.59
40.99041,35.75761,2010,10,14,   16.21,   10.58,   13.02
40.99041,35.75761,2010,10,15,   21.81,   11.37,   15.86
40.99041,35.75761,2010,10,16,   18.22,   10.47,   13.75
40.99041,35.75761,2010,10,17,   19.82,   10.74,   14.54
40.99041,35.75761,2010,10,18,   22.75,    8.81,   15.17
40.99041,35.75761,2010,10,19,   25.21,   10.18,   16.86
40.99041,35.75761,2010,10,20,   18.14,   12.33,   14.89
40.99041,35.75761,2010,10,21,   22.30,    9.73,   15.27
40.99041,35.75761,2010,10,22,   12.63,    8.17,   10.51
40.99041,35.75761,2010,10,23,   11.52,    5.55,    8.65
40.99041,35.75761,2010,10,24,   15.91,    4.79,    8.80
40.99041,35.75761,2010,10,25,   17.90,    4.05,   10.03
40.99041,35.75761,2010,10,26,   19.06,    3.82,   10.35
40.99041,35.75761,2010,10,27,   19.95,    7.37,   13.01
40.99041,35.75761,2010,10,28,   13.89,    8.77,   11.19
40.99041,35.75761,2010,10,29,    8.52,    4.29,    6.41
40.99041,35.75761,2010,10,30,   10.31,    1.90,    5.19
40.99041,35.75761,2010,10,31,   12.77,    0.73,    5.35
40.99041,35.75761,2010,11,01,   15.14,   -0.07,    6.19
40.99041,35.75761,2010,11,02,   15.61,    1.38,    7.35
40.99041,35.75761,2010,11,03,   18.08,   -0.27,    8.08
40.99041,35.75761,2010,11,04,   18.68,    1.55,    9.62
40.99041,35.75761,2010,11,05,   18.43,    3.60,   10.42
40.99041,35.75761,2010,11,06,   18.93,    3.66,   10.62
40.99041,35.75761,2010,11,07,   19.49,    3.17,   10.41
40.99041,35.75761,2010,11,08,   19.64,    3.58,   10.09
40.99041,35.75761,2010,11,09,   20.73,    4.89,   11.03
40.99041,35.75761,2010,11,10,   20.75,    6.22,   11.30
40.99041,35.75761,2010,11,11,   21.15,    4.86,   11.32
40.99041,35.75761,2010,11,12,   19.75,    4.50,   11.03
40.99041,35.75761,2010,11,13,   20.96,    4.98,   12.02
40.99041,35.75761,2010,11,14,   20.52,    8.13,   13.15
40.99041,35.75761,2010,11,15,   22.50,    6.53,   13.56
40.99041,35.75761,2010,11,16,   24.03,    8.82,   15.45
40.99041,35.75761,2010,11,17,   22.20,    8.04,   13.53
40.99041,35.75761,2010,11,18,   21.85,    6.77,   13.33
40.99041,35.75761,2010,11,19,   19.69,    8.39,   12.17
40.99041,35.75761,2010,11,20,   18.43,    5.49,   10.80
40.99041,35.75761,2010,11,21,   15.41,    5.38,    9.13
40.99041,35.75761,2010,11,22,   13.41,    4.43,    8.60
40.99041,35.75761,2010,11,23,   16.88,    2.58,    8.50
40.99041,35.75761,2010,11,24,   17.08,    6.49,   10.83
40.99041,35.75761,2010,11,25,   15.72,    7.94,   10.98
40.99041,35.75761,2010,11,26,   14.32,    6.99,    9.75
40.99041,35.75761,2010,11,27,   17.35,    8.94,   12.08
40.99041,35.75761,2010,11,28,   18.35,    6.83,   11.15
40.99041,35.75761,2010,11,29,   14.53,    6.59,   10.05
40.99041,35.75761,2010,11,30,   17.17,    6.68,   10.69
40.99041,35.75761,2010,12,01,   18.16,    7.44,   11.10
40.99041,35.75761,2010,12,02,   18.49,    8.28,   11.94
40.99041,35.75761,2010,12,03,   15.79,    8.91,   11.45
40.99041,35.75761,2010,12,04,   20.57,    7.29,   11.71
40.99041,35.75761,2010,12,05,   17.82,    5.03,    9.62
40.99041,35.75761,2010,12,06,    7.68,    3.70,    5.26
40.99041,35.75761,2010,12,07,    9.70,    1.05,    4.75
40.99041,35.75761,2010,12,08,   12.88,   -0.30,    5.09
40.99041,35.75761,2010,12,09,   14.67,    0.98,    6.53
40.99041,35.75761,2010,12,10,   13.85,    2.24,    8.02
40.99041,35.75761,2010,12,11,    1.30,   -1.58,    0.01
40.99041,35.75761,2010,12,12,    0.39,   -4.33,   -1.21
40.99041,35.75761,2010,12,13,    0.45,   -5.70,   -3.11
40.99041,35.75761,2010,12,14,    2.58,   -0.99,    1.34
40.99041,35.75761,2010,12,15,    3.93,    0.77,    2.01
40.99041,35.75761,2010,12,16,    5.72,    0.91,    2.76
40.99041,35.75761,2010,12,17,    9.35,    2.58,    4.83
40.99041,35.75761,2010,12,18,    7.12,   -0.90,    2.52
40.99041,35.75761,2010,12,19,    8.78,   -1.46,    2.58
40.99041,35.75761,2010,12,20,   11.16,   -0.21,    4.36
40.99041,35.75761,2010,12,21,   10.83,    0.96,    4.93
40.99041,35.75761,2010,12,22,   10.85,    1.55,    4.66
40.99041,35.75761,2010,12,23,   12.00,    0.95,    4.51
40.99041,35.75761,2010,12,24,   10.45,   -0.62,    3.16
40.99041,35.75761,2010,12,25,   12.84,   -0.66,    4.81
40.99041,35.75761,2010,12,26,   12.57,    3.45,    6.51
40.99041,35.75761,2010,12,27,   14.47,    4.41,    8.09
40.99041,35.75761,2010,12,28,   12.72,    3.26,    7.28
40.99041,35.75761,2010,12,29,   10.92,    0.03,    4.00
40.99041,35.75761,2010,12,30,    4.53,    0.59,    2.28
40.99041,35.75761,2010,12,31,    1.20,   -2.79,   -0.62
40.99041,35.75761,2011,01,01,    3.95,   -4.41,   -1.36
40.99041,35.75761,2011,01,02,    5.47,   -4.54,   -0.96
40.99041,35.75761,2011,01,03,    8.15,   -1.25,    1.94
40.99041,35.75761,2011,01,04,    5.74,   -0.79,    1.85
40.99041,35.75761,2011,01,05,    1.48,   -2.20,   -0.76
40.99041,35.75761,2011,01,06,    4.26,   -2.24,    0.21
40.99041,35.75761,2011,01,07,    0.78,   -3.29,   -0.92
40.99041,35.75761,2011,01,08,    1.51,   -3.67,   -2.18
40.99041,35.75761,2011,01,09,    2.56,   -5.25,   -2.25
40.99041,35.75761,2011,01,10,    3.68,   -4.83,   -1.40
40.99041,35.75761,2011,01,11,    4.22,   -4.04,   -1.17
40.99041,35.75761,2011,01,12,    4.57,   -5.18,   -1.31
40.99041,35.75761,2011,01,13,    6.19,   -3.83,    0.09
40.99041,35.75761,2011,01,14,    5.95,   -3.65,    0.58
40.99041,35.75761,2011,01,15,    4.00,   -1.64,    0.53
40.99041,35.75761,2011,01,16,    5.95,   -2.77,    0.56
40.99041,35.75761,2011,01,17,    5.65,   -0.71,    1.50
40.99041,35.75761,2011,01,18,    5.43,   -0.96,    1.02
40.99041,35.75761,2011,01,19,    5.70,   -2.24,    0.66
40.99041,35.75761,2011,01,20,    6.94,   -2.77,    0.62
40.99041,35.75761,2011,01,21,    9.11,   -1.86,    2.51
40.99041,35.75761,2011,01,22,    8.98,   -0.67,    2.76
40.99041,35.75761,2011,01,23,   10.07,    0.40,    3.98
40.99041,35.75761,2011,01,24,    8.13,    2.25,    4.04
40.99041,35.75761,2011,01,25,    9.03,    0.99,    4.25
40.99041,35.75761,2011,01,26,    3.82,   -2.17,    0.34
40.99041,35.75761,2011,01,27,    3.77,   -2.87,   -0.45
40.99041,35.75761,2011,01,28,    3.96,   -4.05,   -0.76
40.99041,35.75761,2011,01,29,    1.54,   -2.80,   -0.74
40.99041,35.75761,2011,01,30,    0.66,   -3.69,   -1.42
40.99041,35.75761,2011,01,31,   -1.24,   -5.86,   -3.32
40.99041,35.75761,2011,02,01,   -1.26,   -6.74,   -4.65
40.99041,35.75761,2011,02,02,   -0.38,   -7.17,   -4.55
40.99041,35.75761,2011,02,03,    1.74,   -9.68,   -4.10
40.99041,35.75761,2011,02,04,    1.46,   -6.95,   -3.17
40.99041,35.75761,2011,02,05,    3.57,   -8.57,   -3.01
40.99041,35.75761,2011,02,06,    6.08,   -5.56,   -0.78
40.99041,35.75761,2011,02,07,    6.00,   -2.97,    1.29
40.99041,35.75761,2011,02,08,    7.68,   -1.66,    2.60
40.99041,35.75761,2011,02,09,    9.90,   -2.13,    2.03
40.99041,35.75761,2011,02,10,    2.14,   -3.90,   -1.26
40.99041,35.75761,2011,02,11,    1.62,   -3.76,   -1.84
40.99041,35.75761,2011,02,12,    6.95,   -4.32,    0.55
40.99041,35.75761,2011,02,13,    4.44,   -4.25,   -0.26
40.99041,35.75761,2011,02,14,    3.40,   -4.02,   -0.66
40.99041,35.75761,2011,02,15,    1.45,   -4.79,   -1.89
40.99041,35.75761,2011,02,16,    1.24,   -5.76,   -3.21
40.99041,35.75761,2011,02,17,    4.54,   -6.52,   -1.23
40.99041,35.75761,2011,02,18,    9.70,   -1.77,    3.24
40.99041,35.75761,2011,02,19,    6.69,   -0.18,    2.95
40.99041,35.75761,2011,02,20,    4.92,   -1.76,    1.63
40.99041,35.75761,2011,02,21,    5.98,   -2.89,    0.18
40.99041,35.75761,2011,02,22,    8.63,   -2.05,    2.92
40.99041,35.75761,2011,02,23,    8.71,    0.82,    4.34
40.99041,35.75761,2011,02,24,   12.49,    0.99,    5.83
40.99041,35.75761,2011,02,25,   12.56,    2.85,    6.42
40.99041,35.75761,2011,02,26,    4.44,   -1.38,    2.13
40.99041,35.75761,2011,02,27,    8.70,   -1.58,    2.16
40.99041,35.75761,2011,02,28,    9.90,   -1.63,    2.94
40.99041,35.75761,2011,03,01,    8.74,   -0.60,    2.78
40.99041,35.75761,2011,03,02,    7.13,   -2.27,    1.27
40.99041,35.75761,2011,03,03,    4.92,   -3.56,   -0.44
40.99041,35.75761,2011,03,04,    5.97,   -4.66,   -0.45
40.99041,35.75761,2011,03,05,    9.29,   -4.56,    1.58
40.99041,35.75761,2011,03,06,    7.00,   -1.92,    2.57
